FID,TARGET_FID,OBJECTID,ID,TYPE,STATUS,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,OWNER,VOLTAGE,VOLT_CLASS,INFERRED,SUB_1,SUB_2,SHAPE__Len,ORIG_FID,STATE,ZONE,CWA,NAME,STATE_ZONE,TIME_ZONE,FE_AREA,LON,LAT
6570,6570,72596,311149,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,NOT AVAILABLE,45894.7342,131,CA,267,STO,Northern Motherlode From 1000 to 3000 Ft. From Yuba To Amador Counties,CA267,P,cc,-120.9341,38.9246
6571,6571,72596,311149,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,NOT AVAILABLE,45894.7342,131,CA,267,STO,Northern Motherlode From 1000 to 3000 Ft. From Yuba To Amador Counties,CA267,P,cc,-120.9341,38.9246
6572,6572,72596,311149,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,NOT AVAILABLE,45894.7342,131,CA,267,STO,Northern Motherlode From 1000 to 3000 Ft. From Yuba To Amador Counties,CA267,P,cc,-120.9341,38.9246
6573,6573,72596,311149,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,NOT AVAILABLE,45894.7342,131,CA,267,STO,Northern Motherlode From 1000 to 3000 Ft. From Yuba To Amador Counties,CA267,P,cc,-120.9341,38.9246
6574,6574,72596,311149,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,NOT AVAILABLE,45894.7342,131,CA,267,STO,Northern Motherlode From 1000 to 3000 Ft. From Yuba To Amador Counties,CA267,P,cc,-120.9341,38.9246
6575,6575,72596,311149,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,NOT AVAILABLE,45894.7342,131,CA,267,STO,Northern Motherlode From 1000 to 3000 Ft. From Yuba To Amador Counties,CA267,P,cc,-120.9341,38.9246
6576,6576,72596,311149,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,NOT AVAILABLE,45894.7342,131,CA,267,STO,Northern Motherlode From 1000 to 3000 Ft. From Yuba To Amador Counties,CA267,P,cc,-120.9341,38.9246
6577,6577,72596,311149,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,NOT AVAILABLE,45894.7342,131,CA,267,STO,Northern Motherlode From 1000 to 3000 Ft. From Yuba To Amador Counties,CA267,P,cc,-120.9341,38.9246
6578,6578,72596,311149,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,NOT AVAILABLE,45894.7342,131,CA,267,STO,Northern Motherlode From 1000 to 3000 Ft. From Yuba To Amador Counties,CA267,P,cc,-120.9341,38.9246
6579,6579,72596,311149,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,NOT AVAILABLE,45894.7342,131,CA,267,STO,Northern Motherlode From 1000 to 3000 Ft. From Yuba To Amador Counties,CA267,P,cc,-120.9341,38.9246
6580,6580,72596,311149,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,NOT AVAILABLE,45894.7342,131,CA,267,STO,Northern Motherlode From 1000 to 3000 Ft. From Yuba To Amador Counties,CA267,P,cc,-120.9341,38.9246
6581,6581,72596,311149,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,NOT AVAILABLE,45894.7342,131,CA,267,STO,Northern Motherlode From 1000 to 3000 Ft. From Yuba To Amador Counties,CA267,P,cc,-120.9341,38.9246
6582,6582,72596,311149,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,NOT AVAILABLE,45894.7342,131,CA,267,STO,Northern Motherlode From 1000 to 3000 Ft. From Yuba To Amador Counties,CA267,P,cc,-120.9341,38.9246
6583,6583,72596,311149,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,NOT AVAILABLE,45894.7342,131,CA,267,STO,Northern Motherlode From 1000 to 3000 Ft. From Yuba To Amador Counties,CA267,P,cc,-120.9341,38.9246
6584,6584,72596,311149,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,NOT AVAILABLE,45894.7342,131,CA,267,STO,Northern Motherlode From 1000 to 3000 Ft. From Yuba To Amador Counties,CA267,P,cc,-120.9341,38.9246
6585,6585,72596,311149,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,NOT AVAILABLE,45894.7342,131,CA,267,STO,Northern Motherlode From 1000 to 3000 Ft. From Yuba To Amador Counties,CA267,P,cc,-120.9341,38.9246
6586,6586,72596,311149,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,NOT AVAILABLE,45894.7342,131,CA,267,STO,Northern Motherlode From 1000 to 3000 Ft. From Yuba To Amador Counties,CA267,P,cc,-120.9341,38.9246
6587,6587,72596,311149,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,NOT AVAILABLE,45894.7342,131,CA,267,STO,Northern Motherlode From 1000 to 3000 Ft. From Yuba To Amador Counties,CA267,P,cc,-120.9341,38.9246
6588,6588,72596,311149,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,NOT AVAILABLE,45894.7342,131,CA,267,STO,Northern Motherlode From 1000 to 3000 Ft. From Yuba To Amador Counties,CA267,P,cc,-120.9341,38.9246
6589,6589,72596,311149,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,NOT AVAILABLE,45894.7342,131,CA,267,STO,Northern Motherlode From 1000 to 3000 Ft. From Yuba To Amador Counties,CA267,P,cc,-120.9341,38.9246
6590,6590,72596,311149,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,NOT AVAILABLE,45894.7342,131,CA,267,STO,Northern Motherlode From 1000 to 3000 Ft. From Yuba To Amador Counties,CA267,P,cc,-120.9341,38.9246
6591,6591,72596,311149,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,NOT AVAILABLE,45894.7342,131,CA,267,STO,Northern Motherlode From 1000 to 3000 Ft. From Yuba To Amador Counties,CA267,P,cc,-120.9341,38.9246
6592,6592,72596,311149,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,NOT AVAILABLE,45894.7342,131,CA,267,STO,Northern Motherlode From 1000 to 3000 Ft. From Yuba To Amador Counties,CA267,P,cc,-120.9341,38.9246
6593,6593,72596,311149,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,NOT AVAILABLE,45894.7342,131,CA,267,STO,Northern Motherlode From 1000 to 3000 Ft. From Yuba To Amador Counties,CA267,P,cc,-120.9341,38.9246
6594,6594,72596,311149,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,NOT AVAILABLE,45894.7342,131,CA,267,STO,Northern Motherlode From 1000 to 3000 Ft. From Yuba To Amador Counties,CA267,P,cc,-120.9341,38.9246
6595,6595,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6596,6596,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6597,6597,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6598,6598,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6599,6599,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6600,6600,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6601,6601,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6602,6602,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6603,6603,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6604,6604,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6605,6605,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6606,6606,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6607,6607,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6608,6608,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6609,6609,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6610,6610,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6611,6611,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6612,6612,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6613,6613,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6614,6614,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6615,6615,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6616,6616,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6617,6617,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6618,6618,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6619,6619,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6620,6620,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6621,6621,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6622,6622,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6623,6623,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6624,6624,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6625,6625,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6626,6626,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6627,6627,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6628,6628,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
