FID,TARGET_FID,OBJECTID,ID,TYPE,STATUS,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,OWNER,VOLTAGE,VOLT_CLASS,INFERRED,SUB_1,SUB_2,SHAPE__Len,ORIG_FID,STATE,ZONE,CWA,NAME,STATE_ZONE,TIME_ZONE,FE_AREA,LON,LAT
52,52,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
53,53,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
54,54,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
55,55,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
56,56,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
57,57,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
58,58,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
59,59,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
60,60,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
61,61,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
62,62,62845,300058,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,NOT AVAILABLE,230,220-287,N,KESWICK,O'BANION,283770.6855,1,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
63,63,62845,300058,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,NOT AVAILABLE,230,220-287,N,KESWICK,O'BANION,283770.6855,1,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
64,64,62845,300058,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,NOT AVAILABLE,230,220-287,N,KESWICK,O'BANION,283770.6855,1,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
65,65,62845,300058,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,NOT AVAILABLE,230,220-287,N,KESWICK,O'BANION,283770.6855,1,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
66,66,62845,300058,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,NOT AVAILABLE,230,220-287,N,KESWICK,O'BANION,283770.6855,1,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
67,67,62845,300058,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,NOT AVAILABLE,230,220-287,N,KESWICK,O'BANION,283770.6855,1,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
68,68,62845,300058,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,NOT AVAILABLE,230,220-287,N,KESWICK,O'BANION,283770.6855,1,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
69,69,62845,300058,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,NOT AVAILABLE,230,220-287,N,KESWICK,O'BANION,283770.6855,1,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
70,70,62845,300058,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,NOT AVAILABLE,230,220-287,N,KESWICK,O'BANION,283770.6855,1,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
71,71,62845,300058,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,NOT AVAILABLE,230,220-287,N,KESWICK,O'BANION,283770.6855,1,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
72,72,62845,300058,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,NOT AVAILABLE,230,220-287,N,KESWICK,O'BANION,283770.6855,1,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
73,73,62845,300058,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,NOT AVAILABLE,230,220-287,N,KESWICK,O'BANION,283770.6855,1,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
74,74,62845,300058,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,NOT AVAILABLE,230,220-287,N,KESWICK,O'BANION,283770.6855,1,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
75,75,62845,300058,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,NOT AVAILABLE,230,220-287,N,KESWICK,O'BANION,283770.6855,1,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
76,76,62845,300058,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,NOT AVAILABLE,230,220-287,N,KESWICK,O'BANION,283770.6855,1,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
77,77,62845,300058,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,NOT AVAILABLE,230,220-287,N,KESWICK,O'BANION,283770.6855,1,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
78,78,62845,300058,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,NOT AVAILABLE,230,220-287,N,KESWICK,O'BANION,283770.6855,1,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
79,79,62845,300058,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,NOT AVAILABLE,230,220-287,N,KESWICK,O'BANION,283770.6855,1,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
80,80,62845,300058,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,NOT AVAILABLE,230,220-287,N,KESWICK,O'BANION,283770.6855,1,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
81,81,62845,300058,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,NOT AVAILABLE,230,220-287,N,KESWICK,O'BANION,283770.6855,1,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
82,82,62845,300058,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,NOT AVAILABLE,230,220-287,N,KESWICK,O'BANION,283770.6855,1,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
83,83,62845,300058,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,NOT AVAILABLE,230,220-287,N,KESWICK,O'BANION,283770.6855,1,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
84,84,62845,300058,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,NOT AVAILABLE,230,220-287,N,KESWICK,O'BANION,283770.6855,1,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
85,85,62845,300058,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,NOT AVAILABLE,230,220-287,N,KESWICK,O'BANION,283770.6855,1,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
86,86,62845,300058,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,NOT AVAILABLE,230,220-287,N,KESWICK,O'BANION,283770.6855,1,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
87,87,62845,300058,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,NOT AVAILABLE,230,220-287,N,KESWICK,O'BANION,283770.6855,1,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
88,88,62845,300058,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,NOT AVAILABLE,230,220-287,N,KESWICK,O'BANION,283770.6855,1,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
89,89,62845,300058,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,NOT AVAILABLE,230,220-287,N,KESWICK,O'BANION,283770.6855,1,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
90,90,62845,300058,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,NOT AVAILABLE,230,220-287,N,KESWICK,O'BANION,283770.6855,1,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
91,91,62845,300058,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,NOT AVAILABLE,230,220-287,N,KESWICK,O'BANION,283770.6855,1,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
92,92,62845,300058,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,NOT AVAILABLE,230,220-287,N,KESWICK,O'BANION,283770.6855,1,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
93,93,62845,300058,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,NOT AVAILABLE,230,220-287,N,KESWICK,O'BANION,283770.6855,1,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
94,94,62845,300058,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,NOT AVAILABLE,230,220-287,N,KESWICK,O'BANION,283770.6855,1,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
95,95,62845,300058,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,NOT AVAILABLE,230,220-287,N,KESWICK,O'BANION,283770.6855,1,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
96,96,62845,300058,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,NOT AVAILABLE,230,220-287,N,KESWICK,O'BANION,283770.6855,1,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
97,97,62845,300058,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,NOT AVAILABLE,230,220-287,N,KESWICK,O'BANION,283770.6855,1,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
98,98,62845,300058,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,NOT AVAILABLE,230,220-287,N,KESWICK,O'BANION,283770.6855,1,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
99,99,62845,300058,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,NOT AVAILABLE,230,220-287,N,KESWICK,O'BANION,283770.6855,1,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
100,100,62845,300058,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,NOT AVAILABLE,230,220-287,N,KESWICK,O'BANION,283770.6855,1,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
101,101,62845,300058,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,NOT AVAILABLE,230,220-287,N,KESWICK,O'BANION,283770.6855,1,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
102,102,62845,300058,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,NOT AVAILABLE,230,220-287,N,KESWICK,O'BANION,283770.6855,1,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
103,103,62845,300058,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,NOT AVAILABLE,230,220-287,N,KESWICK,O'BANION,283770.6855,1,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
104,104,62845,300058,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,NOT AVAILABLE,230,220-287,N,KESWICK,O'BANION,283770.6855,1,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
